,nodeA,nodeB,weight
1799,Franklin Roosevelt,George W. Bush,1
1800,Franklin Roosevelt,Hillary Clinton,1
1801,Franklin Roosevelt,Shadi Hamid,1
1802,Franklin Roosevelt,Hamid,3
1803,George W. Bush,Hillary Clinton,1
1804,George W. Bush,Shadi Hamid,1
1805,George W. Bush,Hamid,3
1806,Hillary Clinton,Shadi Hamid,1
1807,Hamid,Hillary Clinton,3
1808,Hamid,Shadi Hamid,3
1809,Hamid,Hamid,3
1810,Bernie Sanders,Bernie Wants,1
1811,Bernie,Bernie Wants,3
1812,Bernie Wants,Jesse,1
1813,Bernie Wants,Jesse Jackson,2
1814,Bernie Wants,Jackson,8
1815,Bernie Wants,Donald Trump,1
1816,Bernie Wants,Hillary Clinton,1
1817,Bernie Wants,Clinton,9
1818,Barbara Boxer,Bernie Wants,1
1819,Barack Obama,Bernie Wants,1
1820,Bernie Wants,Michael Dukakis,1
1821,Bernie Wants,Dukakis,4
1822,Bernie,Bernie Sanders,6
1823,Bernie Sanders,Jesse,1
1824,Bernie Sanders,Jesse Jackson,2
1825,Bernie Sanders,Jackson,8
1826,Bernie Sanders,Donald Trump,8
1827,Bernie Sanders,Hillary Clinton,15
1828,Bernie Sanders,Clinton,91
1829,Barbara Boxer,Bernie Sanders,1
1830,Barack Obama,Bernie Sanders,3
1831,Bernie Sanders,Michael Dukakis,1
1832,Bernie Sanders,Dukakis,4
1833,Bernie,Jesse,3
1834,Bernie,Jesse Jackson,6
1835,Bernie,Jackson,24
1836,Bernie,Donald Trump,6
1837,Bernie,Hillary Clinton,6
1838,Bernie,Clinton,90
1839,Barbara Boxer,Bernie,3
1840,Bernie,Bernie,6
1841,Barack Obama,Bernie,3
1842,Bernie,Michael Dukakis,3
1843,Bernie,Dukakis,12
1844,Jesse,Jesse Jackson,2
1845,Jackson,Jesse,8
1846,Donald Trump,Jesse,1
1847,Hillary Clinton,Jesse,1
1848,Clinton,Jesse,9
1849,Barbara Boxer,Jesse,1
1850,Barack Obama,Jesse,1
1851,Jesse,Michael Dukakis,1
1852,Dukakis,Jesse,4
1853,Jackson,Jesse Jackson,16
1854,Donald Trump,Jesse Jackson,2
1855,Hillary Clinton,Jesse Jackson,2
1856,Clinton,Jesse Jackson,18
1857,Barbara Boxer,Jesse Jackson,2
1858,Barack Obama,Jesse Jackson,2
1859,Jesse Jackson,Jesse Jackson,1
1860,Jesse Jackson,Michael Dukakis,2
1861,Dukakis,Jesse Jackson,8
1862,Donald Trump,Jackson,8
1863,Hillary Clinton,Jackson,8
1864,Clinton,Jackson,72
1865,Barbara Boxer,Jackson,8
1866,Jackson,Jackson,28
1867,Jackson,Michael Dukakis,8
1868,Dukakis,Jackson,32
1869,Barbara Boxer,Donald Trump,2
1870,Donald Trump,Michael Dukakis,1
1871,Donald Trump,Dukakis,4
1872,Barbara Boxer,Hillary Clinton,1
1873,Hillary Clinton,Michael Dukakis,1
1874,Dukakis,Hillary Clinton,4
1875,Barbara Boxer,Clinton,9
1876,Clinton,Michael Dukakis,9
1877,Clinton,Dukakis,36
1878,Barack Obama,Barbara Boxer,1
1879,Barbara Boxer,Michael Dukakis,1
1880,Barbara Boxer,Dukakis,4
1881,Barack Obama,Michael Dukakis,1
1882,Barack Obama,Dukakis,4
1883,Dukakis,Michael Dukakis,4
1884,Dukakis,Dukakis,6
1885,Hillary Clinton,Tim Kaine,3
1886,Bill Clinton,Hillary Clinton,5
1887,Hillary Clinton,Kaine,6
1888,Estamos,Hillary Clinton,1
1889,Hillary,Hillary Clinton,20
1890,Hillary Clinton,Tom Vilsack,1
1891,Hillary Clinton,Vilsack,2
1892,Hillary Clinton,Tom Perez,1
1893,Cory Booker,Hillary Clinton,1
1894,Hillary Clinton,Perez,2
1895,Booker,Hillary Clinton,5
1896,Al Gore,Hillary Clinton,1
1897,Hillary Clinton,Miles,1
1898,Hillary Clinton,Jake Tapper,3
1899,Elizabeth Warren,Hillary Clinton,1
1900,Hillary Clinton,Sherrod Brown,1
1901,Hillary Clinton,Warren,2
1902,Hillary Clinton,Stephen Colbert,1
1903,Brown,Hillary Clinton,1
1904,Hillary Clinton,John Hickenlooper,1
1905,Hillary Clinton,Julian Castro,1
1906,Hillary Clinton,James Stravidis,1
1907,Barack Obama,Tim Kaine,2
1908,Bill Clinton,Tim Kaine,1
1909,Clinton,Tim Kaine,23
1910,Kaine,Tim Kaine,5
1911,Estamos,Tim Kaine,1
1912,Hillary,Tim Kaine,2
1913,Tim Kaine,Tom Vilsack,1
1914,Tim Kaine,Vilsack,2
1915,Tim Kaine,Tom Perez,1
1916,Cory Booker,Tim Kaine,1
1917,Perez,Tim Kaine,2
1918,Booker,Tim Kaine,5
1919,Al Gore,Tim Kaine,1
1920,Miles,Tim Kaine,1
1921,Jake Tapper,Tim Kaine,1
1922,Elizabeth Warren,Tim Kaine,1
1923,Sherrod Brown,Tim Kaine,1
1924,Tim Kaine,Warren,2
1925,Stephen Colbert,Tim Kaine,1
1926,Brown,Tim Kaine,1
1927,John Hickenlooper,Tim Kaine,1
1928,Julian Castro,Tim Kaine,1
1929,James Stravidis,Tim Kaine,1
1930,Barack Obama,Kaine,8
1931,Barack Obama,Estamos,2
1932,Barack Obama,Hillary,7
1933,Barack Obama,Barack Obama,3
1934,Barack Obama,Tom Vilsack,2
1935,Barack Obama,Vilsack,4
1936,Barack Obama,Tom Perez,2
1937,Barack Obama,Cory Booker,2
1938,Barack Obama,Perez,4
1939,Barack Obama,Booker,10
1940,Al Gore,Barack Obama,2
1941,Barack Obama,Miles,2
1942,Barack Obama,Jake Tapper,4
1943,Barack Obama,Elizabeth Warren,2
1944,Barack Obama,Sherrod Brown,2
1945,Barack Obama,Warren,4
1946,Barack Obama,Stephen Colbert,2
1947,Barack Obama,Brown,2
1948,Barack Obama,John Hickenlooper,2
1949,Barack Obama,Julian Castro,2
1950,Barack Obama,James Stravidis,2
1951,Bill Clinton,Clinton,20
1952,Bill Clinton,Kaine,4
1953,Bill Clinton,Estamos,1
1954,Bill Clinton,Hillary,3
1955,Bill Clinton,Tom Vilsack,1
1956,Bill Clinton,Vilsack,2
1957,Bill Clinton,Tom Perez,1
1958,Bill Clinton,Cory Booker,1
1959,Bill Clinton,Perez,2
1960,Bill Clinton,Booker,5
1961,Al Gore,Bill Clinton,1
1962,Bill Clinton,Miles,1
1963,Bill Clinton,Jake Tapper,1
1964,Bill Clinton,Elizabeth Warren,1
1965,Bill Clinton,Sherrod Brown,1
1966,Bill Clinton,Warren,2
1967,Bill Clinton,Stephen Colbert,1
1968,Bill Clinton,Brown,1
1969,Bill Clinton,John Hickenlooper,1
1970,Bill Clinton,Julian Castro,1
1971,Bill Clinton,James Stravidis,1
1972,Clinton,Kaine,71
1973,Clinton,Estamos,16
1974,Clinton,Hillary,96
1975,Clinton,Tom Vilsack,16
1976,Clinton,Vilsack,32
1977,Clinton,Tom Perez,16
1978,Clinton,Cory Booker,16
1979,Clinton,Perez,32
1980,Booker,Clinton,80
1981,Al Gore,Clinton,16
1982,Clinton,Miles,16
1983,Clinton,Jake Tapper,17
1984,Clinton,Elizabeth Warren,16
1985,Clinton,Sherrod Brown,16
1986,Clinton,Warren,32
1987,Clinton,Stephen Colbert,16
1988,Brown,Clinton,16
1989,Clinton,John Hickenlooper,16
1990,Clinton,Julian Castro,16
1991,Clinton,James Stravidis,16
1992,Estamos,Kaine,4
1993,Hillary,Kaine,8
1994,Kaine,Tom Vilsack,4
1995,Kaine,Kaine,6
1996,Kaine,Vilsack,8
1997,Kaine,Tom Perez,4
1998,Cory Booker,Kaine,4
1999,Kaine,Perez,8
2000,Booker,Kaine,20
2001,Al Gore,Kaine,4
2002,Kaine,Miles,4
2003,Jake Tapper,Kaine,4
2004,Elizabeth Warren,Kaine,4
2005,Kaine,Sherrod Brown,4
2006,Kaine,Warren,8
2007,Kaine,Stephen Colbert,4
2008,Brown,Kaine,4
2009,John Hickenlooper,Kaine,4
2010,Julian Castro,Kaine,4
2011,James Stravidis,Kaine,4
2012,Estamos,Hillary,2
2013,Estamos,Tom Vilsack,1
2014,Estamos,Vilsack,2
2015,Estamos,Tom Perez,1
2016,Cory Booker,Estamos,1
2017,Estamos,Perez,2
2018,Booker,Estamos,5
2019,Al Gore,Estamos,1
2020,Estamos,Miles,1
2021,Estamos,Jake Tapper,1
2022,Elizabeth Warren,Estamos,1
2023,Estamos,Sherrod Brown,1
2024,Estamos,Warren,2
2025,Estamos,Stephen Colbert,1
2026,Brown,Estamos,1
2027,Estamos,John Hickenlooper,1
2028,Estamos,Julian Castro,1
2029,Estamos,James Stravidis,1
2030,Hillary,Hillary,4
2031,Hillary,Tom Vilsack,2
2032,Hillary,Vilsack,4
2033,Hillary,Tom Perez,2
2034,Cory Booker,Hillary,2
2035,Hillary,Perez,4
2036,Booker,Hillary,10
2037,Al Gore,Hillary,4
2038,Hillary,Miles,2
2039,Hillary,Jake Tapper,2
2040,Elizabeth Warren,Hillary,2
2041,Hillary,Sherrod Brown,2
2042,Hillary,Warren,4
2043,Hillary,Stephen Colbert,2
2044,Brown,Hillary,2
2045,Hillary,John Hickenlooper,2
2046,Hillary,Julian Castro,2
2047,Hillary,James Stravidis,2
2048,Tom Vilsack,Vilsack,2
2049,Tom Perez,Tom Vilsack,1
2050,Cory Booker,Tom Vilsack,1
2051,Perez,Tom Vilsack,2
2052,Booker,Tom Vilsack,5
2053,Al Gore,Tom Vilsack,1
2054,Miles,Tom Vilsack,1
2055,Jake Tapper,Tom Vilsack,1
2056,Elizabeth Warren,Tom Vilsack,1
2057,Sherrod Brown,Tom Vilsack,1
2058,Tom Vilsack,Warren,2
2059,Stephen Colbert,Tom Vilsack,1
2060,Brown,Tom Vilsack,1
2061,John Hickenlooper,Tom Vilsack,1
2062,Julian Castro,Tom Vilsack,1
2063,James Stravidis,Tom Vilsack,1
2064,Tom Perez,Vilsack,2
2065,Cory Booker,Vilsack,2
2066,Perez,Vilsack,4
2067,Booker,Vilsack,10
2068,Vilsack,Vilsack,1
2069,Al Gore,Vilsack,2
2070,Miles,Vilsack,2
2071,Jake Tapper,Vilsack,2
2072,Elizabeth Warren,Vilsack,2
2073,Sherrod Brown,Vilsack,2
2074,Vilsack,Warren,4
2075,Stephen Colbert,Vilsack,2
2076,Brown,Vilsack,2
2077,John Hickenlooper,Vilsack,2
2078,Julian Castro,Vilsack,2
2079,James Stravidis,Vilsack,2
2080,Cory Booker,Tom Perez,1
2081,Perez,Tom Perez,2
2082,Booker,Tom Perez,5
2083,Al Gore,Tom Perez,1
2084,Miles,Tom Perez,1
2085,Jake Tapper,Tom Perez,1
2086,Elizabeth Warren,Tom Perez,1
2087,Sherrod Brown,Tom Perez,1
2088,Tom Perez,Warren,2
2089,Stephen Colbert,Tom Perez,1
2090,Brown,Tom Perez,1
2091,John Hickenlooper,Tom Perez,1
2092,Julian Castro,Tom Perez,1
2093,James Stravidis,Tom Perez,1
2094,Cory Booker,Perez,2
2095,Booker,Cory Booker,5
2096,Al Gore,Cory Booker,1
2097,Cory Booker,Miles,1
2098,Cory Booker,Jake Tapper,1
2099,Cory Booker,Elizabeth Warren,1
2100,Cory Booker,Sherrod Brown,1
2101,Cory Booker,Warren,2
2102,Cory Booker,Stephen Colbert,1
2103,Brown,Cory Booker,1
2104,Cory Booker,John Hickenlooper,1
2105,Cory Booker,Julian Castro,1
2106,Cory Booker,James Stravidis,1
2107,Booker,Perez,10
2108,Al Gore,Perez,2
2109,Miles,Perez,2
2110,Jake Tapper,Perez,2
2111,Elizabeth Warren,Perez,2
2112,Perez,Sherrod Brown,2
2113,Perez,Warren,4
2114,Perez,Stephen Colbert,2
2115,Perez,Perez,1
2116,Brown,Perez,2
2117,John Hickenlooper,Perez,2
2118,Julian Castro,Perez,2
2119,James Stravidis,Perez,2
2120,Al Gore,Booker,5
2121,Booker,Miles,5
2122,Booker,Booker,10
2123,Booker,Jake Tapper,5
2124,Booker,Elizabeth Warren,5
2125,Booker,Sherrod Brown,5
2126,Booker,Warren,10
2127,Booker,Stephen Colbert,5
2128,Booker,Brown,5
2129,Booker,John Hickenlooper,5
2130,Booker,Julian Castro,5
2131,Booker,James Stravidis,5
2132,Al Gore,Miles,1
2133,Al Gore,Jake Tapper,1
2134,Al Gore,Elizabeth Warren,1
2135,Al Gore,Sherrod Brown,1
2136,Al Gore,Warren,2
2137,Al Gore,Stephen Colbert,1
2138,Al Gore,Brown,1
2139,Al Gore,John Hickenlooper,1
2140,Al Gore,Julian Castro,1
2141,Al Gore,James Stravidis,1
2142,Jake Tapper,Miles,1
2143,Elizabeth Warren,Miles,1
2144,Miles,Sherrod Brown,1
2145,Miles,Warren,2
2146,Miles,Stephen Colbert,1
2147,Brown,Miles,1
2148,John Hickenlooper,Miles,1
2149,Julian Castro,Miles,1
2150,James Stravidis,Miles,1
2151,Elizabeth Warren,Jake Tapper,1
2152,Jake Tapper,Sherrod Brown,1
2153,Jake Tapper,Warren,2
2154,Jake Tapper,Stephen Colbert,1
2155,Brown,Jake Tapper,1
2156,Jake Tapper,John Hickenlooper,1
2157,Jake Tapper,Julian Castro,1
2158,Jake Tapper,James Stravidis,1
2159,Elizabeth Warren,Sherrod Brown,1
2160,Elizabeth Warren,Warren,2
2161,Elizabeth Warren,Stephen Colbert,1
2162,Brown,Elizabeth Warren,1
2163,Elizabeth Warren,John Hickenlooper,1
2164,Elizabeth Warren,Julian Castro,1
2165,Elizabeth Warren,James Stravidis,1
2166,Sherrod Brown,Warren,2
2167,Sherrod Brown,Stephen Colbert,1
2168,Brown,Sherrod Brown,1
2169,John Hickenlooper,Sherrod Brown,1
2170,Julian Castro,Sherrod Brown,1
2171,James Stravidis,Sherrod Brown,1
2172,Stephen Colbert,Warren,2
2173,Brown,Warren,2
2174,Warren,Warren,1
2175,John Hickenlooper,Warren,2
2176,Julian Castro,Warren,2
2177,James Stravidis,Warren,2
2178,Brown,Stephen Colbert,1
2179,John Hickenlooper,Stephen Colbert,1
2180,Julian Castro,Stephen Colbert,1
2181,James Stravidis,Stephen Colbert,1
2182,Brown,John Hickenlooper,1
2183,Brown,Julian Castro,1
2184,Brown,James Stravidis,1
2185,John Hickenlooper,Julian Castro,1
2186,James Stravidis,John Hickenlooper,1
2187,James Stravidis,Julian Castro,1
2188,Rubio,Ted Cruz,44
2189,Marco,Ted Cruz,2
2190,Rubio,Trump,193
2191,Marco,Trump,1
2192,Cruz,Rubio,255
2193,Cruz,Marco,2
2194,Marco Rubio,Rubio,43
2195,Marco,Marco Rubio,2
2196,Donald Trump,Rubio,49
2197,Donald Trump,Marco,2
2198,Marco,Rubio,3
2199,Rubio,Rubio,96
2200,Danielle Pletka,Obama,3
2201,Hillary Rodham Clinton,Obama,5
2202,Martin Dempsey,Obama,3
2203,Josh Earnest,Obama,16
2204,Kathleen Hicks,Obama,3
2205,Obama,Ray Odierno,3
2206,Chuck ­Hagel,Obama,3
2207,Ashton B. Carter,Obama,3
2208,Bernard Sanders,Obama,3
2209,Missy Ryan,Obama,3
2210,Obama,Steven Mufson,3
2211,Danielle Pletka,Hillary Rodham Clinton,1
2212,Danielle Pletka,Martin Dempsey,1
2213,Danielle Pletka,Josh Earnest,1
2214,Danielle Pletka,Kathleen Hicks,1
2215,Danielle Pletka,Ray Odierno,1
2216,Chuck ­Hagel,Danielle Pletka,1
2217,Ashton B. Carter,Danielle Pletka,1
2218,Bernard Sanders,Danielle Pletka,1
2219,Danielle Pletka,Missy Ryan,1
2220,Danielle Pletka,Steven Mufson,1
2221,Hillary Rodham Clinton,Martin Dempsey,1
2222,Hillary Rodham Clinton,Josh Earnest,1
2223,Hillary Rodham Clinton,Kathleen Hicks,1
2224,Hillary Rodham Clinton,Ray Odierno,1
2225,Chuck ­Hagel,Hillary Rodham Clinton,1
2226,Ashton B. Carter,Hillary Rodham Clinton,1
2227,Bernard Sanders,Hillary Rodham Clinton,1
2228,Hillary Rodham Clinton,Missy Ryan,1
2229,Hillary Rodham Clinton,Steven Mufson,1
2230,Josh Earnest,Martin Dempsey,1
2231,Kathleen Hicks,Martin Dempsey,1
2232,Martin Dempsey,Ray Odierno,1
2233,Chuck ­Hagel,Martin Dempsey,1
2234,Ashton B. Carter,Martin Dempsey,1
2235,Bernard Sanders,Martin Dempsey,1
2236,Martin Dempsey,Missy Ryan,1
2237,Martin Dempsey,Steven Mufson,1
2238,Josh Earnest,Kathleen Hicks,1
2239,Josh Earnest,Ray Odierno,1
2240,Chuck ­Hagel,Josh Earnest,1
2241,Ashton B. Carter,Josh Earnest,1
2242,Bernard Sanders,Josh Earnest,1
2243,Josh Earnest,Missy Ryan,1
2244,Josh Earnest,Steven Mufson,1
2245,Kathleen Hicks,Ray Odierno,1
2246,Chuck ­Hagel,Kathleen Hicks,1
2247,Ashton B. Carter,Kathleen Hicks,1
2248,Bernard Sanders,Kathleen Hicks,1
2249,Kathleen Hicks,Missy Ryan,1
2250,Kathleen Hicks,Steven Mufson,1
2251,Chuck ­Hagel,Ray Odierno,1
2252,Ashton B. Carter,Ray Odierno,1
2253,Bernard Sanders,Ray Odierno,1
2254,Missy Ryan,Ray Odierno,1
2255,Ray Odierno,Steven Mufson,1
2256,Ashton B. Carter,Chuck ­Hagel,1
2257,Bernard Sanders,Chuck ­Hagel,1
2258,Chuck ­Hagel,Missy Ryan,1
2259,Chuck ­Hagel,Steven Mufson,1
2260,Ashton B. Carter,Bernard Sanders,1
2261,Ashton B. Carter,Missy Ryan,1
2262,Ashton B. Carter,Steven Mufson,1
2263,Bernard Sanders,Missy Ryan,1
2264,Bernard Sanders,Steven Mufson,1
2265,Missy Ryan,Steven Mufson,1
2266,Gerald Ford,Ronald Reagan,2
2267,Gerald Ford,Reince Priebus,1
2268,Gerald Ford,Mitch McConnell,1
2269,Donald Trump's,Gerald Ford,1
2270,Gerald Ford,Trump,2
2271,Ben Carson,Gerald Ford,1
2272,Carson,Gerald Ford,1
2273,Donald Trump,Gerald Ford,2
2274,Gerald Ford,Sean Spicer,1
2275,Gerald Ford,Spicer,2
2276,Gerald Ford,Kate Bolduan,1
2277,Reince Priebus,Ronald Reagan,1
2278,Mitch McConnell,Ronald Reagan,1
2279,Donald Trump's,Ronald Reagan,1
2280,Ronald Reagan,Trump,6
2281,Ben Carson,Ronald Reagan,1
2282,Carson,Ronald Reagan,1
2283,Donald Trump,Ronald Reagan,4
2284,Ronald Reagan,Sean Spicer,1
2285,Ronald Reagan,Spicer,2
2286,Kate Bolduan,Ronald Reagan,1
2287,Donald Trump's,Reince Priebus,1
2288,Ben Carson,Reince Priebus,1
2289,Carson,Reince Priebus,1
2290,Reince Priebus,Sean Spicer,1
2291,Reince Priebus,Spicer,2
2292,Kate Bolduan,Reince Priebus,1
2293,Donald Trump's,Mitch McConnell,1
2294,Ben Carson,Mitch McConnell,1
2295,Carson,Mitch McConnell,1
2296,Mitch McConnell,Sean Spicer,1
2297,Mitch McConnell,Spicer,2
2298,Kate Bolduan,Mitch McConnell,1
2299,Donald Trump's,Trump,17
2300,Ben Carson,Donald Trump's,1
2301,Carson,Donald Trump's,1
2302,Donald Trump,Donald Trump's,3
2303,Donald Trump's,Sean Spicer,2
2304,Donald Trump's,Spicer,3
2305,Donald Trump's,Kate Bolduan,1
2306,Carson,Trump,82
2307,Sean Spicer,Trump,17
2308,Spicer,Trump,18
2309,Kate Bolduan,Trump,1
2310,Ben Carson,Carson,34
2311,Ben Carson,Sean Spicer,1
2312,Ben Carson,Spicer,2
2313,Ben Carson,Kate Bolduan,1
2314,Carson,Donald Trump,16
2315,Carson,Sean Spicer,1
2316,Carson,Spicer,2
2317,Carson,Kate Bolduan,1
2318,Donald Trump,Sean Spicer,3
2319,Donald Trump,Spicer,4
2320,Donald Trump,Kate Bolduan,1
2321,Sean Spicer,Spicer,3
2322,Kate Bolduan,Sean Spicer,1
2323,Kate Bolduan,Spicer,2
2324,Spicer,Spicer,1
2325,Dan Coats,Sonny Purdue,1
2326,Dan Coats,Linda McMahon,1
2327,Linda McMahon,Sonny Purdue,1
2328,Elizabeth Warren,Obama,2
2329,John Campbell,Obama,2
2330,Ashraf],Obama,2
2331,Campbell,Obama,4
2332,John McCain,Obama,4
2333,McCain,Obama,4
2334,Ghani,Obama,4
2335,D-30,Obama,2
2336,Ashraf],John Campbell,1
2337,Campbell,John Campbell,2
2338,John Campbell,John McCain,1
2339,John Campbell,McCain,2
2340,Ghani,John Campbell,2
2341,D-30,John Campbell,1
2342,Ashraf],Campbell,2
2343,Ashraf],John McCain,1
2344,Ashraf],McCain,2
2345,Ashraf],Ghani,2
2346,Ashraf],D-30,1
2347,Campbell,John McCain,2
2348,Campbell,McCain,4
2349,Campbell,Ghani,4
2350,Campbell,D-30,2
2351,Campbell,Campbell,1
2352,John McCain,McCain,3
2353,Ghani,John McCain,2
2354,D-30,John McCain,1
2355,Ghani,McCain,4
2356,McCain,McCain,1
2357,D-30,McCain,2
2358,D-30,Ghani,2
2359,Ghani,Ghani,1
2360,Dan Pfeiffer,Jonathan Chait’s,1
2361,Chait,Jonathan Chait’s,1
2362,Jonathan Chait’s,Obama,1
2363,Jonathan Chait’s,Pfeiffer,1
2364,Dan Hopkins,Jonathan Chait’s,1
2365,Dan,Jonathan Chait’s,1
2366,Chait,Dan Pfeiffer,1
2367,Dan Pfeiffer,Obama,1
2368,Dan Pfeiffer,Pfeiffer,1
2369,Dan Hopkins,Dan Pfeiffer,1
2370,Dan,Dan Pfeiffer,1
2371,Chait,Obama,1
2372,Chait,Pfeiffer,1
2373,Chait,Dan Hopkins,1
2374,Chait,Dan,1
2375,Obama,Pfeiffer,1
2376,Dan Hopkins,Obama,1
2377,Dan,Obama,1
2378,Dan Hopkins,Pfeiffer,1
2379,Dan,Pfeiffer,1
2380,Dan,Dan Hopkins,1
2381,J. Fred Buzhardt,Richard Nixon,2
2382,Tesla,Will Trump,1
2383,Trump,Will Trump,1
2384,Ted Cruz,Will Trump,3
2385,Heidi,Will Trump,1
2386,Catherine,Will Trump,1
2387,Caroline,Will Trump,1
2388,Cruz,Will Trump,12
2389,Heidi Cruz,Will Trump,1
2390,Chuck Grassley,Will Trump,1
2391,Rick Tyler,Will Trump,1
2392,Tyler,Will Trump,1
2393,Holly Shulman,Will Trump,1
2394,Tesla,Trump,1
2395,Ted Cruz,Tesla,3
2396,Heidi,Tesla,1
2397,Catherine,Tesla,1
2398,Caroline,Tesla,1
2399,Cruz,Tesla,12
2400,Heidi Cruz,Tesla,1
2401,Chuck Grassley,Tesla,1
2402,Rick Tyler,Tesla,1
2403,Tesla,Tyler,1
2404,Holly Shulman,Tesla,1
2405,Catherine,Trump,1
2406,Caroline,Trump,1
2407,Heidi Cruz,Trump,1
2408,Chuck Grassley,Trump,1
2409,Rick Tyler,Trump,16
2410,Trump,Tyler,1
2411,Holly Shulman,Trump,1
2412,Catherine,Ted Cruz,3
2413,Caroline,Ted Cruz,3
2414,Heidi Cruz,Ted Cruz,3
2415,Chuck Grassley,Ted Cruz,3
2416,Rick Tyler,Ted Cruz,5
2417,Ted Cruz,Tyler,3
2418,Holly Shulman,Ted Cruz,3
2419,Catherine,Heidi,1
2420,Caroline,Heidi,1
2421,Heidi,Heidi Cruz,1
2422,Chuck Grassley,Heidi,1
2423,Heidi,Rick Tyler,1
2424,Heidi,Tyler,1
2425,Heidi,Holly Shulman,1
2426,Caroline,Catherine,1
2427,Catherine,Cruz,12
2428,Catherine,Heidi Cruz,1
2429,Catherine,Chuck Grassley,1
2430,Catherine,Rick Tyler,1
2431,Catherine,Tyler,1
2432,Catherine,Holly Shulman,1
2433,Caroline,Cruz,12
2434,Caroline,Heidi Cruz,1
2435,Caroline,Chuck Grassley,1
2436,Caroline,Rick Tyler,1
2437,Caroline,Tyler,1
2438,Caroline,Holly Shulman,1
2439,Cruz,Heidi Cruz,12
2440,Chuck Grassley,Cruz,12
2441,Cruz,Rick Tyler,32
2442,Cruz,Tyler,12
2443,Cruz,Holly Shulman,12
2444,Chuck Grassley,Heidi Cruz,1
2445,Heidi Cruz,Rick Tyler,1
2446,Heidi Cruz,Tyler,1
2447,Heidi Cruz,Holly Shulman,1
2448,Chuck Grassley,Rick Tyler,1
2449,Chuck Grassley,Tyler,1
2450,Chuck Grassley,Holly Shulman,1
2451,Rick Tyler,Tyler,1
2452,Holly Shulman,Rick Tyler,1
2453,Holly Shulman,Tyler,1
2454,Barack Obama's,John Tomasi,1
2455,Barack Obama's,John Jacob Astor,1
2456,Barack Obama's,James Madison,1
2457,Barack Obama's,James Monroe,1
2458,Barack Obama's,John Quincy Adams.,1
2459,Barack Obama's,Marx,1
2460,Adam Smith,Barack Obama's,1
2461,John Jacob Astor,John Tomasi,1
2462,James Madison,John Tomasi,1
2463,James Monroe,John Tomasi,1
2464,John Quincy Adams.,John Tomasi,1
2465,John Tomasi,Marx,1
2466,Adam Smith,John Tomasi,1
2467,James Madison,John Jacob Astor,1
2468,James Monroe,John Jacob Astor,1
2469,John Jacob Astor,John Quincy Adams.,1
2470,John Jacob Astor,Marx,1
2471,Adam Smith,John Jacob Astor,1
2472,James Madison,James Monroe,1
2473,James Madison,John Quincy Adams.,1
2474,James Madison,Marx,1
2475,Adam Smith,James Madison,1
2476,James Monroe,John Quincy Adams.,1
2477,James Monroe,Marx,1
2478,Adam Smith,James Monroe,1
2479,John Quincy Adams.,Marx,1
2480,Adam Smith,John Quincy Adams.,1
2481,Adam Smith,Marx,1
2482,Juan Jose Dominguez-De La Parra,V. Juan Francisco Lopez-Sanchez,1
2483,Jose Inez Garcia Zarate,V. Juan Francisco Lopez-Sanchez,1
2484,Lopez-Sanchez,V. Juan Francisco Lopez-Sanchez,3
2485,Pier,V. Juan Francisco Lopez-Sanchez,1
2486,Kate Steinle,V. Juan Francisco Lopez-Sanchez,1
2487,Jose Inez Garcia Zarate,Juan Jose Dominguez-De La Parra,1
2488,Juan Jose Dominguez-De La Parra,Lopez-Sanchez,3
2489,Juan Jose Dominguez-De La Parra,Pier,1
2490,Juan Jose Dominguez-De La Parra,Kate Steinle,1
2491,Jose Inez Garcia Zarate,Lopez-Sanchez,3
2492,Jose Inez Garcia Zarate,Pier,1
2493,Jose Inez Garcia Zarate,Kate Steinle,1
2494,Lopez-Sanchez,Lopez-Sanchez,3
2495,Lopez-Sanchez,Pier,3
2496,Kate Steinle,Lopez-Sanchez,3
2497,Kate Steinle,Pier,1
2498,Jeb Bush,Karl Rove,2
2499,Jeb Bush,Mike Huckabee,4
2500,Jeb Bush,Jeb Bush,8
2501,Charles Barkley,Jeb Bush,2
2502,Jeb Bush,Pat Haden,2
2503,Karl Rove,Ted Cruz,1
2504,Karl Rove,Mike Huckabee,1
2505,Karl Rove,Scott Walker,1
2506,Charles Barkley,Karl Rove,1
2507,Karl Rove,Pat Haden,1
2508,Charles Barkley,Ted Cruz,1
2509,Pat Haden,Ted Cruz,1
2510,Mike Huckabee,Scott Walker,2
2511,Charles Barkley,Mike Huckabee,1
2512,Mike Huckabee,Pat Haden,1
2513,Charles Barkley,Scott Walker,1
2514,Pat Haden,Scott Walker,1
2515,Charles Barkley,Pat Haden,1
2516,Chris Christie,Hugh Hewitt,1
2517,Chris Christie,Hillary Clinton,1
2518,Chris Christie,Christie,1
2519,Barack Obama,Chris Christie,1
2520,Chris Christie,Mitt Romney,2
2521,Hillary Clinton,Hugh Hewitt,1
2522,Christie,Hugh Hewitt,1
2523,Barack Obama,Hugh Hewitt,1
2524,Hugh Hewitt,Mitt Romney,1
2525,Christie,Hillary Clinton,1
2526,Hillary Clinton,Mitt Romney,3
2527,Barack Obama,Christie,1
2528,Christie,Mitt Romney,1
2529,Barack Obama,Mitt Romney,1
2530,Charles Grassley,Mitch McConnell,1
2531,Mitch McConnell,Ronald Reagan's,1
