,nodeA,nodeB,weight
756,Barack Obama,Hillary Clinton,21
757,Hillary Clinton,Ronald Reagan’s,3
758,Bush,Hillary Clinton,16
759,Hillary Clinton,Michael Gerson,3
760,Donald Trump’s,Hillary Clinton,17
761,George McGovern,Hillary Clinton,3
762,Hillary Clinton,Nixon,6
763,Hillary Clinton,Rick Perry,7
764,Hillary Clinton,Rand Paul,7
765,Hillary Clinton,Mitch McConnell,4
766,Hillary Clinton,Reince Priebus,3
767,Hillary Clinton,Mike Pence,3
768,Dan Senor,Hillary Clinton,3
769,Hillary Clinton,McGoverned,3
770,Hillary Clinton,Julia Azari,3
771,Hans Noel,Hillary Clinton,3
772,Hillary Clinton,Jeb Bush,8
773,Hillary Clinton,Obama,24
774,Hillary Clinton,Joe Biden,3
775,Hillary Clinton,Sarah Rumpf,3
776,Breitbart,Hillary Clinton,6
777,Hillary Clinton,Ryan,4
778,Chris Hayes,Hillary Clinton,3
779,Hayes,Hillary Clinton,6
780,Hillary Clinton,Sean Hannity,3
781,Kim Jong Un,Vladimir Putin,1
782,Saddam Hussein,Vladimir Putin,1
783,Trump,Vladimir Putin,32
784,Jeff Bezos,Vladimir Putin,1
785,Donald J. Trump,Vladimir Putin,1
786,Clinton,Vladimir Putin,10
787,Pat Buchanan,Vladimir Putin,1
788,Buchanan,Vladimir Putin,1
789,Barack Obama,Vladimir Putin,3
790,Ronald Reagan’s,Vladimir Putin,1
791,Bush,Vladimir Putin,3
792,Michael Gerson,Vladimir Putin,1
793,Donald Trump’s,Vladimir Putin,1
794,George McGovern,Vladimir Putin,1
795,Nixon,Vladimir Putin,1
796,Ted Cruz,Vladimir Putin,3
797,Rick Perry,Vladimir Putin,2
798,Rand Paul,Vladimir Putin,2
799,Marco Rubio,Vladimir Putin,2
800,Paul Ryan,Vladimir Putin,3
801,Mitch McConnell,Vladimir Putin,1
802,Reince Priebus,Vladimir Putin,1
803,Mike Pence,Vladimir Putin,1
804,Dan Senor,Vladimir Putin,1
805,McGoverned,Vladimir Putin,1
806,Julia Azari,Vladimir Putin,1
807,Hans Noel,Vladimir Putin,1
808,Jeb Bush,Vladimir Putin,2
809,Obama,Vladimir Putin,15
810,Joe Biden,Vladimir Putin,1
811,Sarah Rumpf,Vladimir Putin,1
812,Breitbart,Vladimir Putin,2
813,Ryan,Vladimir Putin,1
814,Chris Hayes,Vladimir Putin,1
815,Hayes,Vladimir Putin,2
816,Sean Hannity,Vladimir Putin,1
817,Kim Jong Un,Saddam Hussein,1
818,Kim Jong Un,Trump,17
819,Jeff Bezos,Kim Jong Un,1
820,Donald J. Trump,Kim Jong Un,1
821,Clinton,Kim Jong Un,10
822,Kim Jong Un,Pat Buchanan,1
823,Buchanan,Kim Jong Un,1
824,Barack Obama,Kim Jong Un,1
825,Kim Jong Un,Ronald Reagan’s,1
826,Bush,Kim Jong Un,2
827,Kim Jong Un,Michael Gerson,1
828,Donald Trump’s,Kim Jong Un,1
829,George McGovern,Kim Jong Un,1
830,Kim Jong Un,Nixon,1
831,Kim Jong Un,Ted Cruz,3
832,Kim Jong Un,Rick Perry,2
833,Kim Jong Un,Rand Paul,2
834,Kim Jong Un,Marco Rubio,2
835,Kim Jong Un,Paul Ryan,3
836,Kim Jong Un,Mitch McConnell,1
837,Kim Jong Un,Reince Priebus,1
838,Kim Jong Un,Mike Pence,1
839,Dan Senor,Kim Jong Un,1
840,Kim Jong Un,McGoverned,1
841,Julia Azari,Kim Jong Un,1
842,Hans Noel,Kim Jong Un,1
843,Jeb Bush,Kim Jong Un,1
844,Kim Jong Un,Obama,4
845,Joe Biden,Kim Jong Un,1
846,Kim Jong Un,Sarah Rumpf,1
847,Breitbart,Kim Jong Un,2
848,Kim Jong Un,Ryan,1
849,Chris Hayes,Kim Jong Un,1
850,Hayes,Kim Jong Un,2
851,Kim Jong Un,Sean Hannity,1
852,Saddam Hussein,Trump,17
853,Jeff Bezos,Saddam Hussein,1
854,Donald J. Trump,Saddam Hussein,1
855,Clinton,Saddam Hussein,10
856,Pat Buchanan,Saddam Hussein,1
857,Buchanan,Saddam Hussein,1
858,Ronald Reagan’s,Saddam Hussein,1
859,Bush,Saddam Hussein,3
860,Michael Gerson,Saddam Hussein,1
861,Donald Trump’s,Saddam Hussein,1
862,George McGovern,Saddam Hussein,1
863,Nixon,Saddam Hussein,1
864,Saddam Hussein,Ted Cruz,3
865,Rick Perry,Saddam Hussein,2
866,Rand Paul,Saddam Hussein,2
867,Marco Rubio,Saddam Hussein,2
868,Paul Ryan,Saddam Hussein,3
869,Mitch McConnell,Saddam Hussein,1
870,Reince Priebus,Saddam Hussein,1
871,Mike Pence,Saddam Hussein,1
872,Dan Senor,Saddam Hussein,1
873,McGoverned,Saddam Hussein,1
874,Julia Azari,Saddam Hussein,1
875,Hans Noel,Saddam Hussein,1
876,Jeb Bush,Saddam Hussein,1
877,Obama,Saddam Hussein,4
878,Joe Biden,Saddam Hussein,1
879,Saddam Hussein,Sarah Rumpf,1
880,Breitbart,Saddam Hussein,2
881,Ryan,Saddam Hussein,1
882,Chris Hayes,Saddam Hussein,1
883,Hayes,Saddam Hussein,2
884,Saddam Hussein,Sean Hannity,1
885,Jeff Bezos,Trump,17
886,Donald J. Trump,Trump,17
887,Pat Buchanan,Trump,17
888,Buchanan,Trump,17
889,Barack Obama,Trump,87
890,Ronald Reagan’s,Trump,17
891,Bush,Trump,235
892,Michael Gerson,Trump,17
893,Donald Trump’s,Trump,52
894,George McGovern,Trump,17
895,Nixon,Trump,41
896,Rick Perry,Trump,37
897,Rand Paul,Trump,37
898,Mitch McConnell,Trump,25
899,Reince Priebus,Trump,18
900,Mike Pence,Trump,17
901,Dan Senor,Trump,17
902,McGoverned,Trump,17
903,Julia Azari,Trump,17
904,Hans Noel,Trump,17
905,Jeb Bush,Trump,93
906,Obama,Trump,146
907,Joe Biden,Trump,17
908,Sarah Rumpf,Trump,17
909,Breitbart,Trump,35
910,Ryan,Trump,19
911,Chris Hayes,Trump,17
912,Hayes,Trump,34
913,Sean Hannity,Trump,17
914,Donald J. Trump,Jeff Bezos,1
915,Clinton,Jeff Bezos,10
916,Jeff Bezos,Pat Buchanan,1
917,Buchanan,Jeff Bezos,1
918,Barack Obama,Jeff Bezos,1
919,Jeff Bezos,Ronald Reagan’s,1
920,Bush,Jeff Bezos,2
921,Jeff Bezos,Michael Gerson,1
922,Donald Trump’s,Jeff Bezos,1
923,George McGovern,Jeff Bezos,1
924,Jeff Bezos,Nixon,1
925,Jeff Bezos,Ted Cruz,3
926,Jeff Bezos,Rick Perry,2
927,Jeff Bezos,Rand Paul,2
928,Jeff Bezos,Marco Rubio,2
929,Jeff Bezos,Paul Ryan,3
930,Jeff Bezos,Mitch McConnell,1
931,Jeff Bezos,Reince Priebus,1
932,Jeff Bezos,Mike Pence,1
933,Dan Senor,Jeff Bezos,1
934,Jeff Bezos,McGoverned,1
935,Jeff Bezos,Julia Azari,1
936,Hans Noel,Jeff Bezos,1
937,Jeb Bush,Jeff Bezos,1
938,Jeff Bezos,Obama,4
939,Jeff Bezos,Joe Biden,1
940,Jeff Bezos,Sarah Rumpf,1
941,Breitbart,Jeff Bezos,2
942,Jeff Bezos,Ryan,1
943,Chris Hayes,Jeff Bezos,1
944,Hayes,Jeff Bezos,2
945,Jeff Bezos,Sean Hannity,1
946,Clinton,Donald J. Trump,10
947,Donald J. Trump,Pat Buchanan,1
948,Buchanan,Donald J. Trump,1
949,Barack Obama,Donald J. Trump,1
950,Donald J. Trump,Ronald Reagan’s,1
951,Bush,Donald J. Trump,2
952,Donald J. Trump,Michael Gerson,1
953,Donald J. Trump,Donald Trump’s,2
954,Donald J. Trump,George McGovern,1
955,Donald J. Trump,Nixon,1
956,Donald J. Trump,Ted Cruz,3
957,Donald J. Trump,Rick Perry,2
958,Donald J. Trump,Rand Paul,2
959,Donald J. Trump,Marco Rubio,2
960,Donald J. Trump,Paul Ryan,3
961,Donald J. Trump,Mitch McConnell,1
962,Donald J. Trump,Reince Priebus,1
963,Donald J. Trump,Mike Pence,1
964,Dan Senor,Donald J. Trump,1
965,Donald J. Trump,McGoverned,1
966,Donald J. Trump,Julia Azari,1
967,Donald J. Trump,Hans Noel,1
968,Donald J. Trump,Jeb Bush,1
969,Donald J. Trump,Obama,4
970,Donald J. Trump,Joe Biden,1
971,Donald J. Trump,Sarah Rumpf,1
972,Breitbart,Donald J. Trump,2
973,Donald J. Trump,Ryan,1
974,Chris Hayes,Donald J. Trump,1
975,Donald J. Trump,Hayes,2
976,Donald J. Trump,Sean Hannity,1
977,Clinton,Pat Buchanan,10
978,Buchanan,Clinton,10
979,Barack Obama,Clinton,99
980,Clinton,Ronald Reagan’s,10
981,Bush,Clinton,25
982,Clinton,Michael Gerson,10
983,Clinton,Donald Trump’s,33
984,Clinton,George McGovern,10
985,Clinton,Nixon,15
986,Clinton,Rick Perry,20
987,Clinton,Rand Paul,20
988,Clinton,Mitch McConnell,10
989,Clinton,Reince Priebus,10
990,Clinton,Mike Pence,10
991,Clinton,Dan Senor,10
992,Clinton,McGoverned,10
993,Clinton,Julia Azari,10
994,Clinton,Hans Noel,10
995,Clinton,Jeb Bush,20
996,Clinton,Obama,114
997,Clinton,Joe Biden,10
998,Clinton,Sarah Rumpf,10
999,Breitbart,Clinton,20
1000,Clinton,Ryan,11
1001,Chris Hayes,Clinton,10
1002,Clinton,Hayes,20
1003,Clinton,Sean Hannity,10
1004,Buchanan,Pat Buchanan,1
1005,Barack Obama,Pat Buchanan,1
1006,Pat Buchanan,Ronald Reagan’s,1
1007,Bush,Pat Buchanan,2
1008,Michael Gerson,Pat Buchanan,1
1009,Donald Trump’s,Pat Buchanan,1
1010,George McGovern,Pat Buchanan,1
1011,Nixon,Pat Buchanan,1
1012,Pat Buchanan,Ted Cruz,3
1013,Pat Buchanan,Rick Perry,2
1014,Pat Buchanan,Rand Paul,2
1015,Marco Rubio,Pat Buchanan,2
1016,Pat Buchanan,Paul Ryan,3
1017,Mitch McConnell,Pat Buchanan,1
1018,Pat Buchanan,Reince Priebus,1
1019,Mike Pence,Pat Buchanan,1
1020,Dan Senor,Pat Buchanan,1
1021,McGoverned,Pat Buchanan,1
1022,Julia Azari,Pat Buchanan,1
1023,Hans Noel,Pat Buchanan,1
1024,Jeb Bush,Pat Buchanan,1
1025,Obama,Pat Buchanan,4
1026,Joe Biden,Pat Buchanan,1
1027,Pat Buchanan,Sarah Rumpf,1
1028,Breitbart,Pat Buchanan,2
1029,Pat Buchanan,Ryan,1
1030,Chris Hayes,Pat Buchanan,1
1031,Hayes,Pat Buchanan,2
1032,Pat Buchanan,Sean Hannity,1
1033,Barack Obama,Buchanan,1
1034,Buchanan,Ronald Reagan’s,1
1035,Buchanan,Bush,2
1036,Buchanan,Michael Gerson,1
1037,Buchanan,Donald Trump’s,1
1038,Buchanan,George McGovern,1
1039,Buchanan,Nixon,1
1040,Buchanan,Ted Cruz,3
1041,Buchanan,Rick Perry,2
1042,Buchanan,Rand Paul,2
1043,Buchanan,Marco Rubio,2
1044,Buchanan,Paul Ryan,3
1045,Buchanan,Mitch McConnell,1
1046,Buchanan,Reince Priebus,1
1047,Buchanan,Mike Pence,1
1048,Buchanan,Dan Senor,1
1049,Buchanan,McGoverned,1
1050,Buchanan,Julia Azari,1
1051,Buchanan,Hans Noel,1
1052,Buchanan,Jeb Bush,1
1053,Buchanan,Obama,4
1054,Buchanan,Joe Biden,1
1055,Buchanan,Sarah Rumpf,1
1056,Breitbart,Buchanan,2
1057,Buchanan,Ryan,1
1058,Buchanan,Chris Hayes,1
1059,Buchanan,Hayes,2
1060,Buchanan,Sean Hannity,1
1061,Barack Obama,Ronald Reagan’s,1
1062,Barack Obama,Bush,14
1063,Barack Obama,Michael Gerson,1
1064,Barack Obama,Donald Trump’s,4
1065,Barack Obama,George McGovern,1
1066,Barack Obama,Nixon,2
1067,Barack Obama,Ted Cruz,5
1068,Barack Obama,Rick Perry,2
1069,Barack Obama,Rand Paul,2
1070,Barack Obama,Marco Rubio,2
1071,Barack Obama,Paul Ryan,3
1072,Barack Obama,Mitch McConnell,1
1073,Barack Obama,Reince Priebus,1
1074,Barack Obama,Mike Pence,1
1075,Barack Obama,Dan Senor,1
1076,Barack Obama,McGoverned,1
1077,Barack Obama,Julia Azari,1
1078,Barack Obama,Hans Noel,1
1079,Barack Obama,Jeb Bush,6
1080,Barack Obama,Obama,21
1081,Barack Obama,Joe Biden,1
1082,Barack Obama,Sarah Rumpf,1
1083,Barack Obama,Breitbart,2
1084,Barack Obama,Ryan,1
1085,Barack Obama,Chris Hayes,1
1086,Barack Obama,Hayes,2
1087,Barack Obama,Sean Hannity,1
1088,Bush,Ronald Reagan’s,2
1089,Michael Gerson,Ronald Reagan’s,1
1090,Donald Trump’s,Ronald Reagan’s,1
1091,George McGovern,Ronald Reagan’s,1
1092,Nixon,Ronald Reagan’s,1
1093,Ronald Reagan’s,Ted Cruz,3
1094,Rick Perry,Ronald Reagan’s,2
1095,Rand Paul,Ronald Reagan’s,2
1096,Marco Rubio,Ronald Reagan’s,2
1097,Paul Ryan,Ronald Reagan’s,3
1098,Mitch McConnell,Ronald Reagan’s,1
1099,Reince Priebus,Ronald Reagan’s,1
1100,Mike Pence,Ronald Reagan’s,1
1101,Dan Senor,Ronald Reagan’s,1
1102,McGoverned,Ronald Reagan’s,1
1103,Julia Azari,Ronald Reagan’s,1
1104,Hans Noel,Ronald Reagan’s,1
1105,Jeb Bush,Ronald Reagan’s,1
1106,Obama,Ronald Reagan’s,4
1107,Joe Biden,Ronald Reagan’s,1
1108,Ronald Reagan’s,Sarah Rumpf,1
1109,Breitbart,Ronald Reagan’s,2
1110,Ronald Reagan’s,Ryan,1
1111,Chris Hayes,Ronald Reagan’s,1
1112,Hayes,Ronald Reagan’s,2
1113,Ronald Reagan’s,Sean Hannity,1
1114,Bush,Michael Gerson,2
1115,Bush,Donald Trump’s,3
1116,Bush,George McGovern,2
1117,Bush,Nixon,2
1118,Bush,Ted Cruz,57
1119,Bush,Rick Perry,4
1120,Bush,Rand Paul,4
1121,Bush,Marco Rubio,49
1122,Bush,Paul Ryan,6
1123,Bush,Mitch McConnell,2
1124,Bush,Reince Priebus,2
1125,Bush,Mike Pence,2
1126,Bush,Dan Senor,2
1127,Bush,Bush,116
1128,Bush,McGoverned,2
1129,Bush,Julia Azari,2
1130,Bush,Hans Noel,2
1131,Bush,Jeb Bush,69
1132,Bush,Obama,26
1133,Bush,Joe Biden,2
1134,Bush,Sarah Rumpf,2
1135,Breitbart,Bush,5
1136,Bush,Ryan,2
1137,Bush,Chris Hayes,2
1138,Bush,Hayes,4
1139,Bush,Sean Hannity,2
1140,Donald Trump’s,Michael Gerson,1
1141,George McGovern,Michael Gerson,1
1142,Michael Gerson,Nixon,1
1143,Michael Gerson,Ted Cruz,3
1144,Michael Gerson,Rick Perry,2
1145,Michael Gerson,Rand Paul,2
1146,Marco Rubio,Michael Gerson,2
1147,Michael Gerson,Paul Ryan,3
1148,Michael Gerson,Mitch McConnell,1
1149,Michael Gerson,Reince Priebus,1
1150,Michael Gerson,Mike Pence,1
1151,Dan Senor,Michael Gerson,1
1152,McGoverned,Michael Gerson,1
1153,Julia Azari,Michael Gerson,1
1154,Hans Noel,Michael Gerson,1
1155,Jeb Bush,Michael Gerson,1
1156,Michael Gerson,Obama,4
1157,Joe Biden,Michael Gerson,1
1158,Michael Gerson,Sarah Rumpf,1
1159,Breitbart,Michael Gerson,2
1160,Michael Gerson,Ryan,1
1161,Chris Hayes,Michael Gerson,1
1162,Hayes,Michael Gerson,2
1163,Michael Gerson,Sean Hannity,1
1164,Donald Trump’s,George McGovern,1
1165,Donald Trump’s,Nixon,8
1166,Donald Trump’s,Ted Cruz,6
1167,Donald Trump’s,Rick Perry,2
1168,Donald Trump’s,Rand Paul,2
1169,Donald Trump’s,Marco Rubio,2
1170,Donald Trump’s,Paul Ryan,3
1171,Donald Trump’s,Mitch McConnell,1
1172,Donald Trump’s,Reince Priebus,1
1173,Donald Trump’s,Mike Pence,1
1174,Dan Senor,Donald Trump’s,1
1175,Donald Trump’s,McGoverned,1
1176,Donald Trump’s,Julia Azari,1
1177,Donald Trump’s,Hans Noel,1
1178,Donald Trump’s,Jeb Bush,6
1179,Donald Trump’s,Obama,6
1180,Donald Trump’s,Joe Biden,1
1181,Donald Trump’s,Sarah Rumpf,1
1182,Breitbart,Donald Trump’s,3
1183,Donald Trump’s,Ryan,1
1184,Chris Hayes,Donald Trump’s,1
1185,Donald Trump’s,Hayes,2
1186,Donald Trump’s,Sean Hannity,1
1187,George McGovern,Nixon,1
1188,George McGovern,Ted Cruz,3
1189,George McGovern,Rick Perry,2
1190,George McGovern,Rand Paul,2
1191,George McGovern,Marco Rubio,2
1192,George McGovern,Paul Ryan,3
1193,George McGovern,Mitch McConnell,1
1194,George McGovern,Reince Priebus,1
1195,George McGovern,Mike Pence,1
1196,Dan Senor,George McGovern,1
1197,George McGovern,McGoverned,1
1198,George McGovern,Julia Azari,1
1199,George McGovern,Hans Noel,1
1200,George McGovern,Jeb Bush,1
1201,George McGovern,Obama,4
1202,George McGovern,Joe Biden,1
1203,George McGovern,Sarah Rumpf,1
1204,Breitbart,George McGovern,2
1205,George McGovern,Ryan,1
1206,Chris Hayes,George McGovern,1
1207,George McGovern,Hayes,2
1208,George McGovern,Sean Hannity,1
1209,Nixon,Ted Cruz,11
1210,Nixon,Rick Perry,2
1211,Nixon,Rand Paul,2
1212,Marco Rubio,Nixon,2
1213,Nixon,Paul Ryan,3
1214,Mitch McConnell,Nixon,1
1215,Nixon,Reince Priebus,1
1216,Mike Pence,Nixon,1
1217,Dan Senor,Nixon,1
1218,McGoverned,Nixon,1
1219,Julia Azari,Nixon,1
1220,Hans Noel,Nixon,1
1221,Jeb Bush,Nixon,6
1222,Nixon,Obama,4
1223,Joe Biden,Nixon,1
1224,Nixon,Sarah Rumpf,1
1225,Breitbart,Nixon,2
1226,Nixon,Ryan,1
1227,Chris Hayes,Nixon,1
1228,Hayes,Nixon,2
1229,Nixon,Sean Hannity,1
1230,Rick Perry,Ted Cruz,9
1231,Rand Paul,Ted Cruz,9
1232,Mitch McConnell,Ted Cruz,3
1233,Reince Priebus,Ted Cruz,3
1234,Mike Pence,Ted Cruz,3
1235,Dan Senor,Ted Cruz,3
1236,McGoverned,Ted Cruz,3
1237,Julia Azari,Ted Cruz,3
1238,Hans Noel,Ted Cruz,3
1239,Jeb Bush,Ted Cruz,26
1240,Obama,Ted Cruz,16
1241,Joe Biden,Ted Cruz,3
1242,Sarah Rumpf,Ted Cruz,3
1243,Breitbart,Ted Cruz,7
1244,Ryan,Ted Cruz,3
1245,Chris Hayes,Ted Cruz,3
1246,Hayes,Ted Cruz,6
1247,Sean Hannity,Ted Cruz,3
1248,Rand Paul,Rick Perry,6
1249,Marco Rubio,Rick Perry,5
1250,Rick Perry,Rick Perry,1
1251,Paul Ryan,Rick Perry,6
1252,Mitch McConnell,Rick Perry,2
1253,Reince Priebus,Rick Perry,2
1254,Mike Pence,Rick Perry,2
1255,Dan Senor,Rick Perry,2
1256,McGoverned,Rick Perry,2
1257,Julia Azari,Rick Perry,2
1258,Hans Noel,Rick Perry,2
1259,Jeb Bush,Rick Perry,4
1260,Obama,Rick Perry,8
1261,Joe Biden,Rick Perry,2
1262,Rick Perry,Sarah Rumpf,2
1263,Breitbart,Rick Perry,4
1264,Rick Perry,Ryan,2
1265,Chris Hayes,Rick Perry,2
1266,Hayes,Rick Perry,4
1267,Rick Perry,Sean Hannity,2
1268,Marco Rubio,Rand Paul,5
1269,Rand Paul,Rand Paul,1
1270,Paul Ryan,Rand Paul,6
1271,Mitch McConnell,Rand Paul,2
1272,Rand Paul,Reince Priebus,2
1273,Mike Pence,Rand Paul,2
1274,Dan Senor,Rand Paul,2
1275,McGoverned,Rand Paul,2
1276,Julia Azari,Rand Paul,2
1277,Hans Noel,Rand Paul,2
1278,Jeb Bush,Rand Paul,4
1279,Obama,Rand Paul,8
1280,Joe Biden,Rand Paul,2
1281,Rand Paul,Sarah Rumpf,2
1282,Breitbart,Rand Paul,4
1283,Rand Paul,Ryan,2
1284,Chris Hayes,Rand Paul,2
1285,Hayes,Rand Paul,4
1286,Rand Paul,Sean Hannity,2
1287,Marco Rubio,Marco Rubio,5
1288,Marco Rubio,Mitch McConnell,2
1289,Marco Rubio,Reince Priebus,2
1290,Marco Rubio,Mike Pence,2
1291,Dan Senor,Marco Rubio,2
1292,Marco Rubio,McGoverned,2
1293,Julia Azari,Marco Rubio,2
1294,Hans Noel,Marco Rubio,2
1295,Jeb Bush,Marco Rubio,18
1296,Marco Rubio,Obama,11
1297,Joe Biden,Marco Rubio,2
1298,Marco Rubio,Sarah Rumpf,2
1299,Breitbart,Marco Rubio,4
1300,Marco Rubio,Ryan,2
1301,Chris Hayes,Marco Rubio,2
1302,Hayes,Marco Rubio,4
1303,Marco Rubio,Sean Hannity,2
1304,Mitch McConnell,Paul Ryan,4
1305,Paul Ryan,Reince Priebus,3
1306,Mike Pence,Paul Ryan,3
1307,Dan Senor,Paul Ryan,3
1308,McGoverned,Paul Ryan,3
1309,Julia Azari,Paul Ryan,3
1310,Hans Noel,Paul Ryan,3
1311,Jeb Bush,Paul Ryan,3
1312,Obama,Paul Ryan,15
1313,Joe Biden,Paul Ryan,3
1314,Paul Ryan,Sarah Rumpf,3
1315,Breitbart,Paul Ryan,6
1316,Paul Ryan,Paul Ryan,3
1317,Paul Ryan,Ryan,4
1318,Chris Hayes,Paul Ryan,3
1319,Hayes,Paul Ryan,6
1320,Paul Ryan,Sean Hannity,3
1321,Mitch McConnell,Reince Priebus,2
1322,Mike Pence,Mitch McConnell,1
1323,Dan Senor,Mitch McConnell,1
1324,McGoverned,Mitch McConnell,1
1325,Julia Azari,Mitch McConnell,1
1326,Hans Noel,Mitch McConnell,1
1327,Jeb Bush,Mitch McConnell,1
1328,Mitch McConnell,Obama,9
1329,Joe Biden,Mitch McConnell,1
1330,Mitch McConnell,Sarah Rumpf,1
1331,Breitbart,Mitch McConnell,2
1332,Mitch McConnell,Ryan,1
1333,Chris Hayes,Mitch McConnell,1
1334,Hayes,Mitch McConnell,2
1335,Mitch McConnell,Sean Hannity,1
1336,Mike Pence,Reince Priebus,1
1337,Dan Senor,Reince Priebus,1
1338,McGoverned,Reince Priebus,1
1339,Julia Azari,Reince Priebus,1
1340,Hans Noel,Reince Priebus,1
1341,Jeb Bush,Reince Priebus,1
1342,Obama,Reince Priebus,4
1343,Joe Biden,Reince Priebus,1
1344,Reince Priebus,Sarah Rumpf,1
1345,Breitbart,Reince Priebus,2
1346,Reince Priebus,Ryan,1
1347,Chris Hayes,Reince Priebus,1
1348,Hayes,Reince Priebus,2
1349,Reince Priebus,Sean Hannity,1
1350,Dan Senor,Mike Pence,1
1351,McGoverned,Mike Pence,1
1352,Julia Azari,Mike Pence,1
1353,Hans Noel,Mike Pence,1
1354,Jeb Bush,Mike Pence,1
1355,Mike Pence,Obama,4
1356,Joe Biden,Mike Pence,1
1357,Mike Pence,Sarah Rumpf,1
1358,Breitbart,Mike Pence,2
1359,Mike Pence,Ryan,1
1360,Chris Hayes,Mike Pence,1
1361,Hayes,Mike Pence,2
1362,Mike Pence,Sean Hannity,1
1363,Dan Senor,McGoverned,1
1364,Dan Senor,Julia Azari,1
1365,Dan Senor,Hans Noel,1
1366,Dan Senor,Jeb Bush,1
1367,Dan Senor,Obama,4
1368,Dan Senor,Joe Biden,1
1369,Dan Senor,Sarah Rumpf,1
1370,Breitbart,Dan Senor,2
1371,Dan Senor,Ryan,1
1372,Chris Hayes,Dan Senor,1
1373,Dan Senor,Hayes,2
1374,Dan Senor,Sean Hannity,1
1375,Julia Azari,McGoverned,1
1376,Hans Noel,McGoverned,1
1377,Jeb Bush,McGoverned,1
1378,McGoverned,Obama,4
1379,Joe Biden,McGoverned,1
1380,McGoverned,Sarah Rumpf,1
1381,Breitbart,McGoverned,2
1382,McGoverned,Ryan,1
1383,Chris Hayes,McGoverned,1
1384,Hayes,McGoverned,2
1385,McGoverned,Sean Hannity,1
1386,Hans Noel,Julia Azari,1
1387,Jeb Bush,Julia Azari,1
1388,Julia Azari,Obama,4
1389,Joe Biden,Julia Azari,1
1390,Julia Azari,Sarah Rumpf,1
1391,Breitbart,Julia Azari,2
1392,Julia Azari,Ryan,1
1393,Chris Hayes,Julia Azari,1
1394,Hayes,Julia Azari,2
1395,Julia Azari,Sean Hannity,1
1396,Hans Noel,Jeb Bush,1
1397,Hans Noel,Obama,4
1398,Hans Noel,Joe Biden,1
1399,Hans Noel,Sarah Rumpf,1
1400,Breitbart,Hans Noel,2
1401,Hans Noel,Ryan,1
1402,Chris Hayes,Hans Noel,1
1403,Hans Noel,Hayes,2
1404,Hans Noel,Sean Hannity,1
1405,Jeb Bush,Obama,11
1406,Jeb Bush,Joe Biden,1
1407,Jeb Bush,Sarah Rumpf,1
1408,Breitbart,Jeb Bush,3
1409,Jeb Bush,Ryan,1
1410,Chris Hayes,Jeb Bush,1
1411,Hayes,Jeb Bush,2
1412,Jeb Bush,Sean Hannity,1
1413,Obama,Obama,239
1414,Joe Biden,Obama,16
1415,Obama,Sarah Rumpf,4
1416,Breitbart,Obama,9
1417,Obama,Ryan,4
1418,Chris Hayes,Obama,4
1419,Hayes,Obama,8
1420,Obama,Sean Hannity,4
1421,Joe Biden,Sarah Rumpf,1
1422,Breitbart,Joe Biden,2
1423,Joe Biden,Ryan,1
1424,Chris Hayes,Joe Biden,1
1425,Hayes,Joe Biden,2
1426,Joe Biden,Sean Hannity,1
1427,Breitbart,Sarah Rumpf,2
1428,Ryan,Sarah Rumpf,1
1429,Chris Hayes,Sarah Rumpf,1
1430,Hayes,Sarah Rumpf,2
1431,Sarah Rumpf,Sean Hannity,1
1432,Breitbart,Ryan,2
1433,Breitbart,Chris Hayes,2
1434,Breitbart,Hayes,4
1435,Breitbart,Sean Hannity,2
1436,Breitbart,Breitbart,1
1437,Chris Hayes,Ryan,1
1438,Hayes,Ryan,2
1439,Ryan,Sean Hannity,1
1440,Chris Hayes,Hayes,2
1441,Chris Hayes,Sean Hannity,1
1442,Hayes,Hayes,1
1443,Hayes,Sean Hannity,2
1444,John Roberts,Linda Greenhouse,5
1445,Linda Greenhouse,Roberts,3
1446,Linda Greenhouse,Scalia,1
1447,Alito,Linda Greenhouse,1
1448,Linda Greenhouse,Thomas,1
1449,Kennedy,Linda Greenhouse,1
1450,King,Linda Greenhouse,1
1451,Linda Greenhouse,Sylvia Mathews Burwell,1
1452,John Cornyn,Linda Greenhouse,1
1453,Hill,Linda Greenhouse,1
1454,Linda Greenhouse,Tom Scully,1
1455,George W. Bush,Linda Greenhouse,1
1456,Linda Greenhouse,Michael Leavitt,1
1457,Leavitt,Linda Greenhouse,1
1458,John Roberts,Roberts,16
1459,John Roberts,Scalia,7
1460,Alito,John Roberts,5
1461,John Roberts,Thomas,5
1462,John Roberts,Kennedy,5
1463,John Roberts,King,5
1464,John Roberts,Sylvia Mathews Burwell,5
1465,John Cornyn,John Roberts,5
1466,Hill,John Roberts,5
1467,John Roberts,John Roberts,10
1468,John Roberts,Tom Scully,5
1469,George W. Bush,John Roberts,5
1470,John Roberts,Michael Leavitt,5
1471,John Roberts,Leavitt,5
1472,Roberts,Scalia,5
1473,Alito,Roberts,3
1474,Roberts,Thomas,3
1475,Kennedy,Roberts,3
1476,Roberts,Roberts,3
1477,King,Roberts,3
1478,Roberts,Sylvia Mathews Burwell,3
1479,John Cornyn,Roberts,3
1480,Hill,Roberts,3
1481,Roberts,Tom Scully,3
1482,George W. Bush,Roberts,3
1483,Michael Leavitt,Roberts,3
1484,Leavitt,Roberts,3
